score_full	country	S2	S5	S26	S27	education	age
23.95	NL	3	1	1	1	2	24
34.3	GB	2	1	3	3	3	25
15.45	BA	4	1	1	1	3	22
43.65	US	4	2	1	4	4	58
24.75	BR	5	1	3	5	1	13
42.65	US	3	4	2	4	3	58
18.15	PL	2	4	2	4	2	17
38.6	US	2	3	1	1	3	64
24.5	US	2	1	3	3	3	20
18.95	CA	1	2	1	5	1	15
38.25	US	4	3	3	5	2	21
21.15	US	4	5	3	3	1	14
18	US	5	1	1	1	2	37
14.9	US	4	4	2	2	2	14
29.55	CA	4	4	3	4	2	19
38.3	US	4	1	1	4	3	57
31.2	AU	2	1	2	5	3	50
30.55	US	5	5	2	4	3	20
16.25	AU	2	1	1	2	2	21
34.9	US	4	2	2	5	3	26
35	GB	1	4	2	4	2	18
38.3	US	3	4	3	5	2	26
33.9	BR	5	5	3	2	3	36
29.5	US	1	5	3	5	2	16
35.3	US	2	3	2	3	4	63
40.95	US	1	5	1	4	2	21
38.3	US	3	4	3	2	1	17
32.2	US	2	2	2	3	2	41
16.55	ES	2	3	2	5	2	17
28.6	DK	1	1	3	4	2	18
30.9	DE	4	4	2	2	3	30
35.25	US	1	1	2	3	4	68
40.95	US	3	1	2	4	3	54
35.6	BS	4	1	2	2	3	52
11.6	RU	4	1	3	1	4	32
42.3	US	3	2	3	4	3	41
33.55	NL	5	3	4	5	2	19
17.1	IN	1	5	5	2	4	22
33.25	US	4	4	2	4	3	55
43.65	FR	3	1	3	3	2	69
39.6	US	5	4	1	5	3	53
29.9	NL	3	1	3	3	2	24
39.95	US	1	1	1	2	3	65
25.15	US	4	4	5	4	1	14
21.4	US	5	3	1	4	3	33
25.9	US	3	4	4	4	1	19
20.7	US	2	2	2	5	2	18
12.95	MP	3	3	3	5	3	51
24.95	ID	3	4	4	4	3	29
37.25	US	5	5	3	5	2	17
38.25	US	1	5	1	4	2	14
36.9	US	5	5	2	5	2	46
40.95	US	2	5	1	3	4	34
17.15	JP	2	5	1	1	3	40
30.9	CA	2	4	1	4	3	20
22.15	IT	5	3	2	3	1	17
17.6	MY	1	3	3	1	3	28
24.95	DK	5	1	1	5	2	21
30.9	GB	4	1	2	5	2	64
32.2	CZ	3	1	5	3	2	39
30.55	DE	2	1	4	5	2	20
33.9	GB	3	1	1	4	4	32
26.15	US	3	5	2	3	1	16
26.1	US	1	3	1	3	3	64
33.9	CA	4	4	1	2	3	21
14.05	CH	3	2	3	1	2	57
23.6	US	5	2	2	2	2	24
22.95	CA	4	1	5	5	2	20
35.55	AU	2	4	4	4	3	24
38.25	US	3	3	3	1	2	20
34.9	US	3	4	4	3	2	25
15.6	KE	4	5	4	2	4	32
26.85	GB	2	4	5	5	3	25
19.9	US	2	2	2	2	1	14
10.1	US	3	5	2	3	1	17
11.95	US	1	5	2	1	1	16
13.75	US	3	3	3	1	1	16
14.5	US	3	5	1	0	2	17
18.75	US	1	5	3	4	1	16
9.9	US	2	5	3	3	2	17
16.2	US	3	3	2	1	2	16
28.2	US	2	3	3	2	1	17
38.6	US	2	1	2	5	2	19
39.95	CA	1	1	2	5	3	35
31.2	US	5	2	2	3	2	17
12.05	US	2	1	3	1	2	18
18.7	US	2	1	4	3	2	17
13.95	US	3	2	3	2	2	16
30.25	US	3	4	3	3	2	18
17.7	US	2	3	2	2	2	17
28.6	US	4	1	5	3	2	18
13.65	US	2	5	4	2	1	16
18	US	3	5	4	4	1	16
12.2	US	2	3	3	1	2	17
12.65	US	1	1	4	4	2	17
17.2	US	1	1	2	3	2	17
12.3	US	4	3	4	3	2	16
8.7	US	1	3	2	1	1	17
12.5	US	3	5	3	1	2	16
11.5	US	1	5	2	0	1	17
22.8	IE	3	5	1	4	3	37
28.6	US	1	3	3	2	1	15
13.9	EG	3	4	4	3	3	22
42.3	US	4	1	3	4	3	52
18.1	US	4	5	1	3	3	33
34.2	CA	2	2	3	4	2	19
42.65	US	1	4	2	2	2	19
23.4	US	4	3	1	5	3	22
22.65	US	3	3	4	3	2	44
40.95	US	0	0	0	0	2	33
24	AP	3	5	3	1	1	16
38.95	CA	4	1	1	4	2	60
25	US	2	3	3	3	4	29
40.95	GB	2	1	1	2	2	67
30.9	IT	2	2	2	3	2	22
18.7	US	5	5	2	3	3	15
35.25	US	2	4	2	2	3	44
29.15	US	3	3	3	5	2	28
45	CA	3	5	4	5	3	22
32.2	US	1	4	3	5	4	26
33.2	US	3	2	4	4	1	18
10.6	IN	3	4	4	3	4	46
38.65	US	1	2	1	5	4	62
39.65	NG	3	3	3	3	4	39
41.65	GB	1	1	3	2	2	74
26.6	GB	4	5	4	1	1	16
21.95	US	3	1	5	3	1	16
34.25	CA	3	3	2	4	2	48
31.6	MY	4	4	3	4	4	31
45	GB	1	1	1	4	4	47
32.9	US	4	2	4	4	3	28
32.6	NL	3	3	4	1	1	76
35.9	US	5	3	1	1	2	40
37.65	DK	2	3	3	5	3	24
17.35	US	2	4	3	2	2	15
43.65	US	1	2	1	4	4	65
35.55	US	1	1	4	4	3	64
42.3	US	4	4	2	4	3	51
23.55	US	1	3	1	4	2	27
21.9	NL	2	1	3	5	2	17
37.65	GB	1	1	1	4	4	52
30.85	US	4	5	2	4	3	44
44	US	3	1	3	5	4	54
37.25	US	3	1	1	5	2	39
39.6	US	1	4	2	5	4	70
38.25	CA	1	2	3	3	3	30
42.65	PT	3	3	3	3	4	27
43.65	CA	4	5	4	3	4	30
35.25	ES	4	1	2	1	1	16
38.95	US	5	1	1	5	4	61
43.65	US	1	1	1	5	3	27
28.6	US	5	4	2	5	3	29
22.6	UA	4	3	4	3	4	22
39.3	US	3	4	1	5	2	51
11.65	FI	5	3	4	2	1	16
40.95	US	2	1	3	5	3	26
34.55	US	5	4	1	1	3	24
37.25	US	2	1	1	5	4	50
39.3	US	3	1	5	4	4	38
42.65	US	3	3	2	4	4	44
29.6	US	5	5	2	5	2	20
33.95	US	5	1	1	3	3	54
17.7	DE	0	4	2	4	3	30
37.25	US	4	4	2	4	3	34
22.4	US	1	5	4	1	2	35
32.95	FI	1	0	2	4	2	25
35.55	US	1	5	2	1	4	30
36.6	RS	3	1	2	2	2	32
17.9	US	2	5	3	4	1	15
45	IL	4	2	2	5	4	32
28.5	CA	3	4	1	5	2	37
19.4	CA	1	1	2	2	1	16
17.6	US	3	5	3	1	2	17
40.95	US	3	4	2	4	3	52
16.95	US	1	5	3	1	3	32
20.25	CA	1	5	4	2	1	17
23.2	CA	2	1	5	5	3	26
38.95	RO	1	5	2	5	4	35
31.9	NO	4	1	2	4	2	33
36.9	US	2	1	1	1	2	41
12.35	US	4	3	2	5	2	21
34.95	IT	4	1	1	5	3	32
39	MY	3	2	3	2	2	20
39.6	US	3	2	2	1	3	59
38.95	CA	3	1	1	3	3	30
27.45	CA	4	1	3	5	4	33
28.65	US	1	4	4	3	3	22
35.25	US	2	2	1	2	3	47
6.6	DE	4	1	3	3	1	14
-6.3	IN	5	5	0	0	2	34
42.3	DE	3	1	2	4	4	37
40.95	NO	4	3	4	4	3	25
20.85	US	3	4	3	1	2	17
38.6	AU	2	5	2	4	3	40
36.6	US	1	1	1	3	4	75
41	US	4	3	2	2	2	23
22.95	RO	4	1	2	3	4	40
28.55	CA	3	5	1	5	2	18
15.9	IN	2	1	4	2	2	16
42.65	US	2	4	1	5	3	45
36.9	US	4	2	2	4	3	24
23.6	GB	5	1	1	3	2	17
35.95	US	2	1	0	3	1	17
40.65	US	1	3	1	4	3	47
17.85	US	5	3	3	3	1	15
40.3	US	4	1	3	4	3	21
22.6	BR	5	5	5	4	2	19
33.3	CA	4	2	3	4	3	50
27.5	US	1	3	2	2	2	33
12.9	ZA	1	3	4	5	2	19
35.55	FR	1	1	3	3	4	33
18.95	ID	4	5	2	3	2	16
28.2	GB	4	4	4	5	2	15
41.3	GB	2	2	1	1	4	63
29.2	US	1	3	1	4	1	17
32.2	US	1	2	3	3	3	69
32.55	US	2	2	2	2	4	32
36.9	US	1	4	2	4	3	48
7.2	MA	5	4	3	3	3	48
36.9	US	4	3	2	1	3	33
38.95	US	2	3	4	3	4	40
39.65	GB	3	4	4	4	2	24
34.6	US	1	4	2	4	2	40
38.25	CA	3	3	4	2	4	61
42.3	US	4	3	3	4	4	39
32.85	US	4	4	3	4	2	46
30.15	US	3	2	1	3	2	27
12.4	US	2	2	3	1	4	24
43.65	GB	2	5	2	4	3	58
13.55	NO	1	4	4	2	2	20
26.6	CA	3	2	1	4	3	31
23.5	US	1	2	2	5	2	19
42.3	IN	4	3	5	5	4	21
36.95	US	5	4	4	5	3	25
30.5	GB	3	5	2	2	2	18
35.3	GT	2	2	3	2	3	51
35.55	US	5	1	5	5	3	21
45	CH	3	2	1	4	4	56
34.6	US	1	5	4	4	4	40
31.25	GB	5	1	2	5	2	15
18.2	HU	3	5	5	2	2	24
37.6	US	1	1	1	5	3	28
25.55	US	4	5	4	4	1	17
22.85	US	3	4	3	4	1	16
38.65	US	1	1	1	1	4	46
17.55	ID	2	2	4	4	3	23
43.65	US	5	5	3	1	3	28
38.3	US	2	1	4	5	2	17
15.2	US	4	5	4	3	1	13
-15.75	UA	0	0	0	0	3	29
32.25	US	1	3	1	2	2	58
42.65	CA	2	2	1	3	3	29
41.3	US	4	5	1	1	3	35
-15.05	EE	3	4	3	2	3	35
23.3	US	4	1	4	2	1	13
39.95	GB	1	2	2	4	3	60
38.25	EE	3	4	3	2	3	35
25.6	NZ	4	2	3	4	2	17
39.6	US	5	5	1	5	4	65
43.65	US	1	5	3	1	3	56
32.55	IN	3	3	5	1	4	21
30.9	US	1	1	1	1	4	57
22.85	ZA	1	3	2	3	4	40
9.45	ES	3	1	5	2	2	19
38.6	US	3	3	1	4	3	60
25.45	US	1	5	1	5	4	27
39.95	US	1	3	2	3	3	31
24.45	US	1	2	2	1	3	71
-10.35	US	2	3	2	3	3	77
43	GB	4	3	2	3	4	67
19.1	ES	3	5	5	5	2	19
-15.75	US	1	1	1	1	2	60
33.6	US	4	5	3	3	3	22
38.3	US	1	1	1	1	2	73
38.95	US	5	1	2	3	3	62
16.05	PH	2	4	4	1	4	21
34.25	AU	1	5	3	3	4	32
15.15	ES	4	2	3	4	2	18
36.9	AU	1	5	1	4	4	32
45	AU	1	3	1	5	4	32
27.2	GB	3	1	2	4	4	55
27.9	US	1	4	1	3	2	18
21.2	GB	3	4	2	3	1	13
23.2	FR	4	4	3	1	3	22
42.65	GR	1	4	1	1	3	69
40.95	US	4	1	1	2	3	34
36.9	NZ	1	4	2	3	3	55
20.05	US	3	4	4	4	2	39
26.45	US	2	5	3	5	2	31
22.9	US	3	3	2	3	3	37
31.5	GB	4	4	2	4	4	51
40.95	AU	1	4	1	1	4	53
45	MY	4	4	4	5	4	72
27.2	US	3	5	1	3	3	40
25.6	US	2	5	2	2	2	17
38.25	US	4	1	4	4	3	29
40.65	AU	2	1	4	3	3	36
12.9	AE	1	4	2	2	2	18
41.3	ZA	3	4	1	2	3	43
31.55	GB	4	1	2	1	3	23
14.1	NL	5	5	4	5	1	13
39.6	US	0	0	0	0	3	73
32.55	US	1	5	2	4	4	27
5.95	US	1	1	0	1	2	30
41.3	US	3	1	1	1	4	40
33.25	CA	1	5	1	3	2	50
30.15	CA	4	4	4	4	2	18
31.85	US	2	1	1	5	3	53
18.2	ZA	1	1	1	5	1	46
31.5	GB	1	1	0	3	3	56
42.3	US	2	3	1	1	2	21
31.25	CA	4	4	2	3	3	40
43.65	GB	4	1	3	4	1	49
33.55	GB	5	1	1	2	3	37
34.9	US	3	2	1	5	2	43
39.3	GB	2	5	1	3	2	58
38.25	GB	2	1	2	4	2	55
42.3	GB	2	1	2	2	2	48
40.3	GB	1	2	1	2	3	67
38.25	GB	3	3	3	3	2	76
17.2	CA	2	4	2	4	3	33
38.6	GB	3	1	3	5	3	57
43.65	GB	4	1	3	4	3	47
33.25	GB	3	5	3	1	2	41
24.25	ES	2	1	1	3	3	43
34.2	GB	5	3	4	4	2	52
40.95	US	4	1	5	5	4	32
33.2	GB	2	2	2	4	4	38
40.3	US	3	4	2	2	3	56
33.6	CA	1	1	2	5	3	20
33.6	US	4	1	1	5	4	56
18.95	US	3	1	3	2	2	19
38.95	CA	1	2	2	4	3	72
31.55	AU	1	2	2	4	1	16
45	US	1	1	1	4	2	62
11.55	LT	2	5	1	3	3	26
22.05	GB	2	2	2	3	1	15
39.95	GB	4	1	3	4	2	44
40.95	GB	4	4	3	4	3	60
40.95	US	1	1	2	4	4	65
37.6	US	2	2	4	4	3	42
42.65	CA	4	1	4	5	4	45
23.6	CA	4	1	4	3	3	40
28.6	US	4	3	3	3	2	15
16.8	US	2	1	2	1	2	16
32.25	US	3	5	1	1	4	59
36.6	US	2	2	3	4	3	22
41.65	US	2	1	2	4	3	24
16.5	BR	2	5	4	2	2	18
18.8	CA	3	4	4	5	2	17
33.6	IN	3	4	3	5	4	24
40	BE	3	1	4	4	3	40
24.25	US	4	5	4	4	4	21
43.65	IN	2	5	2	4	4	21
-12.95	KE	1	1	0	1	2	54
40.65	GB	4	3	2	5	2	65
32.85	GB	1	3	2	2	4	37
33.2	UA	2	1	2	1	3	31
43.65	GB	3	1	4	4	3	45
38.25	IE	2	4	2	4	4	45
40.95	GB	2	4	1	5	3	35
37.6	GB	2	1	4	5	3	31
42	GB	4	1	2	2	2	58
40.65	EU	4	1	2	4	3	65
34.25	GB	3	1	3	4	3	58
29.15	GB	3	4	1	5	4	24
37.3	CA	1	4	2	4	4	32
39.6	US	2	4	1	1	2	41
40.65	US	2	1	1	5	3	75
34.55	PL	4	1	4	4	3	28
38.6	US	2	4	3	3	3	50
36.95	GB	1	1	1	4	4	34
41	US	1	4	2	1	4	25
40.95	GB	2	3	1	2	3	47
31.85	IM	2	4	4	3	2	22
40.95	GB	4	1	1	4	2	18
38.25	GB	2	4	2	5	4	38
45	GB	2	1	2	4	3	34
34.95	GB	1	5	1	3	2	27
38.6	US	4	1	3	3	4	68
40.95	US	3	4	4	5	3	36
34.55	US	3	3	2	3	2	58
29.15	US	3	1	1	4	4	39
42.65	US	1	1	3	5	3	57
36.9	US	1	3	1	5	2	50
39.6	US	3	1	1	4	2	59
40.95	US	3	4	2	4	4	44
37.3	US	3	1	1	5	4	55
34.3	US	1	4	1	3	4	31
40.3	BB	1	1	4	4	3	65
38.95	US	1	1	2	3	4	63
40.3	US	3	2	1	5	3	24
38.3	US	3	4	2	4	3	32
36.6	US	2	1	2	4	2	45
36.95	US	1	2	1	4	4	49
24.8	US	1	3	1	5	3	62
43.65	GB	3	1	1	3	3	62
21.55	SG	2	5	4	5	2	19
30.85	GB	2	3	3	4	3	31
30.5	GB	2	1	1	3	3	22
17.8	GB	1	3	2	4	3	23
19.9	GB	2	1	1	1	4	31
38.6	GB	1	1	3	4	4	30
25.9	GB	3	5	3	1	3	22
38.25	US	2	1	1	2	3	57
17.9	RU	5	3	4	3	2	21
31.95	US	1	4	2	5	4	49
39.95	ES	3	3	1	1	4	42
40.95	US	3	1	1	4	4	74
34.55	GB	4	1	2	5	3	19
34.25	US	1	2	2	2	3	50
42	US	3	4	1	5	4	65
41.3	US	3	2	4	4	3	51
32.95	US	3	4	3	4	3	41
40.95	GB	1	1	2	3	4	42
43.65	US	5	2	2	4	2	37
27.15	CA	3	2	3	4	2	20
34.2	US	4	3	2	4	2	52
37.65	US	5	3	3	4	3	59
40.95	US	2	2	2	3	4	62
26.15	US	4	4	1	3	4	62
27.2	DE	2	4	4	4	2	19
29.55	DE	4	4	4	3	2	20
17.3	NZ	1	1	3	1	2	19
38.95	GB	4	3	2	1	4	67
23.85	US	3	4	2	4	1	17
27.8	AP	4	5	3	0	3	22
43.65	US	4	1	1	5	4	30
34.6	US	3	1	3	3	4	63
16.9	FI	3	1	1	4	1	16
38.3	GB	2	1	2	4	4	38
39.3	SG	4	2	2	2	2	21
42.65	CA	2	3	2	1	2	47
38.95	US	3	3	2	4	3	20
34.65	RO	4	2	4	4	2	22
32.85	GB	5	2	3	3	4	47
43.65	CA	4	1	4	5	2	32
33.55	CA	1	1	1	4	3	49
14.5	CA	3	3	2	5	3	37
31.25	IT	3	3	4	3	3	25
17.25	AU	1	5	3	2	2	16
42.65	US	3	1	4	4	4	35
13.25	ID	3	5	5	3	2	16
39.6	US	3	3	1	4	3	41
35.55	US	1	3	1	5	2	30
44	DE	0	1	2	2	3	46
17.4	LY	5	5	4	5	3	24
34.55	AU	4	3	2	4	3	43
9.8	HU	1	5	1	2	2	16
10.1	IL	3	4	2	3	2	15
26.15	US	4	2	4	2	2	16
10.75	US	3	2	2	2	3	41
42.65	CA	4	4	3	2	3	32
37.95	US	1	2	1	2	4	57
25.9	GB	4	2	2	2	3	28
25.85	SE	4	5	2	4	2	19
13.45	US	4	1	4	5	2	18
22.75	US	3	5	5	4	3	21
35.25	US	5	4	1	1	2	18
27.15	CZ	2	2	3	4	2	21
43.65	US	2	1	2	3	3	74
22.25	GB	2	2	4	1	3	21
31.3	US	2	1	4	5	4	56
26.1	NZ	4	4	2	3	3	45
37.6	US	1	5	1	1	2	63
24.1	US	2	5	2	5	2	17
3.85	AF	1	5	3	5	2	21
17.55	LY	3	5	1	1	4	59
40.3	GB	1	5	1	5	4	65
35.55	SE	2	3	5	5	3	51
31.2	US	1	5	1	5	4	70
30.2	BE	2	4	4	3	2	21
39.6	US	3	4	1	5	4	57
31.9	US	1	5	3	5	2	34
28.95	PH	3	1	5	1	4	57
40.65	US	3	1	1	1	3	67
38.25	US	1	1	3	5	2	57
15.3	SG	1	1	5	1	1	31
35.55	US	2	1	1	4	2	73
38.25	CA	1	1	3	3	4	56
18.95	FR	5	4	4	5	3	20
42.3	CY	1	1	4	5	3	26
37.25	AU	1	3	1	4	3	65
23.55	US	3	3	1	3	4	53
38.25	AR	1	3	1	5	3	84
43.65	US	1	5	2	5	3	20
30.85	PH	1	1	2	0	4	73
36.9	US	1	5	1	3	2	33
5.85	PH	3	3	3	1	3	20
39.6	US	3	5	2	4	3	58
41.65	US	2	3	1	5	3	55
15.3	US	2	3	4	1	1	18
34.55	US	2	2	2	4	4	45
20.15	AU	4	1	4	1	1	17
43.65	IN	1	2	1	4	3	49
25.85	US	2	3	1	3	3	55
21.2	IN	1	3	3	3	4	30
26.9	US	3	5	2	3	3	62
31.55	US	4	1	3	2	2	22
26.8	MY	1	4	4	1	4	28
35.9	US	3	5	1	4	2	61
43.65	US	1	3	1	5	3	64
22.8	BR	2	4	3	4	2	23
20.75	PH	3	1	3	3	3	24
42.3	GB	1	1	3	4	2	58
16	NL	3	2	2	3	1	13
17.45	AU	3	4	2	5	2	18
38.6	AU	3	1	1	0	2	60
30.85	JP	2	5	2	1	3	35
16.15	PH	3	3	3	2	3	22
5.55	AE	1	3	1	1	2	30
28.2	IN	3	1	5	3	4	48
34.9	CA	1	1	4	4	4	66
36.9	HK	1	1	2	1	2	67
35.9	US	1	1	3	1	3	80
11.75	PH	3	1	3	1	3	29
27.2	GB	1	1	1	1	2	54
38.95	US	2	5	2	5	4	65
32.3	US	4	3	3	4	4	38
36.95	US	1	4	1	4	3	64
42.65	CA	3	3	2	4	4	62
39.3	US	2	3	1	3	3	47
37.6	GB	1	1	2	3	3	63
29.2	MY	2	1	3	3	3	24
17.05	CL	3	3	5	3	4	36
33.55	MY	1	1	2	3	4	39
19.55	PH	1	5	2	2	3	25
27.45	US	3	2	2	3	4	66
31.9	FR	3	3	2	3	2	58
36.25	US	3	1	4	4	3	59
39.6	US	1	3	3	5	4	48
21.95	PH	3	5	3	3	3	23
35.3	US	1	1	1	5	4	29
20.1	US	3	1	3	1	4	35
32.55	US	3	1	3	2	3	33
25.85	GB	4	1	3	1	2	46
34.2	US	2	5	1	2	2	55
36.9	GB	3	1	3	4	3	57
41.65	IE	1	3	2	3	3	78
23.1	US	1	2	1	4	3	47
31.9	LU	2	3	1	3	2	31
39.95	US	2	3	1	3	4	70
42.3	US	2	1	1	3	3	61
23.2	GB	1	5	2	2	3	56
40.95	US	1	4	1	3	2	61
41.3	US	2	1	2	3	3	33
42.3	US	1	1	1	1	4	74
21.1	US	1	5	3	3	2	34
34.2	GB	5	1	1	5	1	68
40.95	US	3	3	1	3	3	57
38.25	US	1	1	1	2	3	58
33.2	IE	3	1	2	2	2	27
34.3	GB	5	2	2	4	2	51
37.6	US	1	1	1	3	3	54
30.9	US	2	5	3	4	4	60
18.8	PH	3	3	5	2	3	18
36.9	US	1	5	1	3	3	83
40.65	US	3	1	1	3	3	56
8.5	EG	1	1	5	3	4	26
40.95	US	0	5	1	1	3	82
36.25	US	1	1	1	1	2	81
32.2	TT	2	1	2	4	3	39
22.4	US	2	5	1	2	1	17
40.3	US	2	1	1	5	3	52
31.9	US	2	1	3	5	2	27
25.1	US	1	3	1	5	4	65
20.2	US	1	3	1	1	4	68
25.2	PH	1	3	2	3	4	69
42	US	1	1	1	5	3	73
36.9	US	1	1	1	3	2	64
36.6	US	3	5	2	4	2	59
36.9	US	2	1	2	5	2	70
39.3	US	1	3	1	1	2	72
13.75	US	3	4	2	1	4	59
30.3	US	4	5	1	5	2	39
41.65	US	1	1	0	4	4	63
30.2	US	4	1	3	2	1	14
33.2	US	1	1	1	1	3	66
19.2	US	3	1	5	1	2	55
22.65	US	1	2	1	4	3	58
39.95	PH	1	3	1	3	4	54
35.25	US	1	1	1	1	4	81
8.95	MY	4	4	4	4	2	25
26.6	NI	4	4	5	1	4	26
26.5	US	2	1	2	2	2	54
29.85	CR	5	3	1	1	2	47
34.6	AE	2	3	2	3	4	38
34.95	MY	1	1	1	1	2	63
21.85	AM	1	3	4	1	4	58
17.4	US	1	1	1	2	2	73
31.3	ZA	1	1	1	3	1	60
22.95	GR	2	3	2	2	3	53
29.2	GR	1	3	2	2	3	59
37.6	US	1	4	1	1	3	50
12.1	PH	3	4	3	3	1	15
23.15	US	5	1	5	3	2	21
32.2	AU	3	1	2	3	2	47
27.6	UA	3	2	3	3	2	34
28.6	SG	4	4	2	4	3	35
18.5	IT	1	2	2	3	4	67
30.95	PT	2	1	4	3	3	19
15.85	PH	1	3	4	2	3	38
39.95	CA	1	5	1	2	2	62
16.8	IN	1	5	5	3	3	25
45	US	4	1	3	3	4	54
30.2	US	3	5	5	5	3	27
42.3	US	1	5	1	2	2	82
28.2	US	3	4	2	2	2	20
23.25	RS	5	5	2	2	3	20
34.2	CA	1	5	1	2	3	53
15.4	RO	4	3	3	3	3	25
33.65	US	3	1	2	1	4	64
41.3	GB	2	1	4	4	2	64
32	QA	5	5	2	1	4	30
32.85	AU	3	3	2	4	2	50
38.6	US	1	1	3	1	4	70
31.2	US	1	5	1	2	1	17
31.6	CA	2	2	2	3	3	21
34.2	US	3	1	1	4	4	57
40.3	US	1	1	1	3	3	69
17.25	MX	3	3	3	3	3	60
40.65	US	5	1	1	3	2	49
23.85	US	1	1	1	1	3	42
34.25	US	4	1	1	1	4	47
40.3	US	2	4	2	4	4	51
27.55	SE	1	5	5	5	1	17
35.3	US	5	4	3	5	2	16
33.2	AU	1	1	1	3	2	68
36.3	US	4	4	1	4	3	21
31.5	GB	5	4	1	5	2	58
22.05	US	5	5	1	5	3	42
24.55	AU	3	5	5	4	1	32
43.65	US	3	1	1	1	4	67
31.3	GB	4	1	4	4	2	41
39.6	US	3	1	3	3	4	46
26.6	US	3	3	1	2	2	21
15.65	IN	3	1	4	3	4	33
36.65	US	5	1	1	3	3	50
14.25	RS	3	5	2	3	2	17
31.25	US	0	0	0	0	2	68
40.65	GB	2	1	1	4	3	21
38.25	CA	2	1	1	3	4	42
28.9	US	1	3	1	1	4	59
22.15	US	4	2	4	3	2	18
18.6	US	1	1	1	5	2	42
38.25	US	4	1	2	2	2	24
22.85	US	3	1	2	3	2	38
38.25	US	1	2	1	4	3	36
35.9	US	1	4	1	1	2	38
34.3	US	3	3	1	4	4	47
37.3	GB	3	1	3	4	4	34
29.65	MY	2	1	2	1	2	22
16.4	US	5	4	1	3	1	18
10.3	CA	1	3	2	1	4	51
21.45	US	1	5	4	3	2	18
33.2	US	1	1	1	4	3	51
38.25	GB	3	1	2	2	2	62
27.15	BG	1	2	1	2	3	21
31.9	US	3	5	2	3	4	47
41.3	US	1	1	1	1	3	67
34.6	US	1	5	1	4	3	20
38.25	CA	4	3	4	3	2	17
5.55	US	5	1	3	1	2	60
19.25	GB	5	5	3	1	2	19
38.6	US	4	2	3	5	3	59
42.65	US	2	5	3	2	2	33
30.55	US	5	4	3	5	1	15
33.55	RO	1	2	2	4	2	18
38.25	US	1	5	1	1	4	55
21.55	ID	3	2	3	2	2	16
42.3	GB	2	2	2	4	4	53
27.6	US	4	4	4	4	2	17
28.85	US	3	4	2	2	2	45
33.2	GB	3	1	4	5	2	47
38.6	US	5	2	1	4	3	29
35.3	CR	3	2	1	4	4	35
22.3	SK	3	2	2	2	3	33
24.55	US	3	3	1	3	3	27
25.25	CA	4	1	3	2	2	18
44	GB	3	2	5	5	2	25
23.1	MX	1	5	1	2	3	40
14.05	US	4	2	5	5	2	16
10.95	AU	2	2	1	4	4	24
16.65	US	5	5	1	4	3	58
42.3	US	2	2	3	4	4	45
20.1	US	1	5	1	1	3	29
27.95	US	4	1	1	1	4	45
38.25	US	3	4	1	4	3	58
43.65	US	3	4	1	5	3	58
27.25	IN	2	4	5	3	2	19
18.05	US	0	0	0	0	2	63
22.2	RO	4	1	5	3	2	46
35.95	PH	1	1	2	2	1	15
14.2	PH	4	5	4	5	2	20
31.2	US	2	4	2	3	4	46
38.6	GB	1	4	1	1	3	61
27.55	US	1	2	1	4	3	48
23.5	US	4	1	1	2	4	62
24.5	US	4	2	2	2	2	21
30.55	CA	4	1	1	5	3	47
35.55	US	3	4	1	3	3	48
43	US	2	1	1	4	4	54
13.55	US	5	5	1	5	1	15
17.8	ID	2	3	3	2	3	24
36.9	AU	3	3	2	2	2	27
26.1	US	2	2	1	4	2	35
14.15	AU	4	1	1	5	2	17
6.5	PK	5	5	3	1	2	18
18.95	NL	3	4	4	3	2	17
23.45	DE	4	4	3	3	4	44
43.65	US	3	1	2	4	2	32
21.55	US	1	1	1	1	2	34
35.95	US	3	1	5	5	2	23
24.2	US	4	4	2	1	1	14
17.05	MX	1	3	2	2	3	20
26.3	EU	2	5	2	1	3	41
40.95	GB	3	1	2	4	3	46
40.95	NZ	1	4	2	4	3	54
27.9	FR	4	4	3	4	3	23
34.25	US	4	1	1	4	3	35
35.25	US	5	4	4	5	3	23
38.95	US	4	3	2	4	2	50
24.1	MX	3	1	1	5	2	18
25.45	MX	3	1	3	5	2	18
38.6	US	2	4	3	5	4	43
45	US	4	4	3	3	3	29
30.55	US	4	1	2	4	3	24
31.2	US	1	3	4	4	2	18
40.95	ZA	5	1	3	4	2	31
40.95	EU	4	4	4	2	3	26
29.25	ZA	3	1	1	5	3	32
33.2	CA	4	3	4	4	1	16
40.3	US	2	2	2	3	3	44
20.65	US	5	1	2	1	4	46
21.9	US	4	5	2	1	1	17
42.3	US	5	3	2	5	3	27
18.85	US	1	4	1	5	4	38
41.65	FR	5	2	1	5	4	47
17.7	US	3	5	4	3	1	14
43.65	GB	4	1	2	5	3	30
26.1	MY	2	4	3	4	3	25
33.2	US	1	1	1	3	3	64
21.9	US	1	5	5	5	1	15
24.15	US	3	2	1	3	3	27
20.5	HK	2	2	2	4	4	24
34.2	US	3	1	3	5	3	66
25.5	CA	3	5	1	2	2	63
15.5	GB	3	4	3	4	2	16
38.25	US	1	1	2	4	4	63
28.2	US	4	1	1	5	4	41
37.6	US	5	2	2	4	3	23
45	US	3	4	2	3	3	30
41.3	GR	2	1	1	5	3	67
36.25	CA	1	4	4	4	3	19
32.6	CA	3	4	2	4	2	55
34.2	US	5	3	2	2	2	19
37.25	US	2	1	2	5	3	22
24.55	IE	4	1	5	4	1	17
