score_full	country	S2	S5	S26	S27	education	age
32.6	US	4	3	1	4	2	35
16.2	LT	5	5	2	4	2	17
29.9	GB	5	1	4	3	3	25
30.2	GB	5	3	3	3	2	52
20.6	NL	3	3	2	3	1	14
29.5	CA	4	4	1	3	2	24
32.85	US	3	5	2	1	3	20
37.25	CA	1	4	4	2	4	25
-12	AU	1	1	2	3	2	17
35.9	US	2	4	4	4	2	25
36.65	JP	4	5	4	3	3	34
40.95	US	3	4	1	2	4	55
45	US	3	2	2	4	4	35
27.9	US	4	4	1	3	2	26
18.2	SR	1	5	5	5	2	45
31.55	CA	4	3	2	4	1	15
30.95	US	1	4	1	4	3	22
26.2	US	1	5	4	5	1	15
-7.55	NO	3	4	3	4	2	49
22.55	US	3	4	3	2	2	24
15.65	CA	4	4	1	4	2	20
37.95	SA	1	1	2	2	3	39
25.45	US	1	5	3	2	2	32
36.95	US	2	2	1	4	3	32
28.8	US	4	1	1	5	3	43
29.3	ES	3	2	4	5	3	22
14.2	DE	2	2	2	3	3	27
17.25	US	5	5	2	2	2	39
27.65	PL	5	2	4	2	2	22
41.65	US	3	3	1	4	4	35
18.5	SE	1	1	5	3	3	49
38.25	GB	1	4	1	2	3	42
17.05	ZA	1	3	1	3	4	49
26.9	IN	2	4	4	2	3	29
32.9	CY	4	1	0	0	3	28
14.3	PH	3	4	4	2	3	28
28.55	US	4	5	3	4	2	22
18.3	US	1	5	1	5	2	22
23.2	US	2	4	3	3	3	20
10.65	US	1	4	1	3	3	23
14.4	US	2	4	4	3	3	29
33.25	CH	2	1	1	2	4	31
20.5	US	4	1	4	4	2	50
37.25	US	1	1	1	5	4	68
42.65	US	1	4	2	4	4	70
38.6	US	4	2	4	4	2	33
28.25	US	4	3	4	4	3	24
28.85	JP	1	3	3	4	4	35
39.3	GB	2	1	2	3	3	40
40.95	US	2	2	1	4	3	28
29.95	NO	1	1	4	5	2	26
35.55	US	2	3	1	4	3	39
32.95	US	3	3	3	4	2	85
14.15	SE	1	2	1	1	3	45
33.25	JM	3	3	2	2	3	26
36.6	US	5	1	2	5	3	25
12.3	LT	2	1	3	3	3	31
20.85	NO	5	4	2	1	3	25
36.9	GB	4	4	2	1	3	33
43.65	GB	4	4	4	5	3	37
22.3	US	1	5	1	2	2	21
21.2	US	3	4	2	4	2	18
37.6	CA	2	1	1	3	3	57
42.3	GB	2	1	1	1	4	46
21.5	US	3	4	4	1	2	20
17.8	US	1	4	1	4	3	19
27.5	US	1	1	2	4	2	20
30.3	US	4	4	3	3	3	26
40.95	US	3	1	2	4	3	69
39.6	CA	4	1	1	4	4	41
34.65	US	4	3	4	4	3	24
39.95	JP	4	3	3	5	3	29
40.95	AU	1	1	5	1	3	65
24.9	HR	4	5	4	2	2	22
31.55	US	5	4	2	4	3	30
16.9	US	3	5	2	2	3	21
28.55	US	4	1	4	5	3	40
43.65	US	1	1	3	5	3	35
38.6	US	1	5	3	4	2	56
35.9	US	5	1	1	1	3	65
42.3	US	1	1	1	4	4	54
42.65	GB	4	3	3	3	4	43
37.65	TT	4	2	5	3	3	48
-15.75	CA	2	4	3	4	2	18
32.85	US	4	1	1	4	4	42
4.85	GH	5	5	3	1	3	23
19.05	US	2	1	2	1	1	16
33.9	CA	2	4	1	5	2	22
45	GB	2	1	1	5	3	30
24	US	3	3	2	3	3	22
31.2	US	1	1	2	4	4	44
41	AU	4	2	2	2	3	29
38.25	US	5	1	2	1	3	28
18.45	US	2	5	3	5	1	17
40.3	CA	2	2	1	4	2	43
33.9	US	3	4	3	4	4	39
41.3	US	5	1	2	4	4	31
17.7	US	3	1	1	3	3	57
21.4	US	1	5	3	1	2	46
45	US	2	2	2	2	4	70
42.3	US	5	1	2	5	3	50
35.55	US	4	3	2	3	4	27
30.5	CA	2	1	5	5	2	18
18.7	US	1	3	2	4	3	25
20.15	US	3	4	1	2	3	20
25.6	US	2	5	2	2	2	24
43.65	BR	3	1	1	3	4	57
44	US	3	1	3	3	3	26
32.85	US	4	3	1	2	3	40
8.25	US	1	5	5	2	2	18
14.85	US	4	5	4	2	2	21
29.9	NP	2	3	1	2	3	43
18.1	US	3	2	2	1	2	22
32.55	US	2	2	1	2	2	20
27.65	CA	3	3	1	3	2	22
22.55	GB	2	4	5	4	2	16
39.3	US	4	3	1	4	2	57
30.55	US	1	5	1	3	3	66
43.65	GB	2	3	1	2	3	52
37.65	US	4	1	3	5	3	49
21.85	NL	3	1	2	1	2	21
38.25	AU	4	1	3	4	4	48
20.05	PH	4	3	1	1	4	23
23.8	TR	3	3	2	4	2	18
37.25	US	2	4	3	4	2	57
15.85	US	1	3	2	4	3	20
30.9	US	1	1	3	2	2	39
24.5	SE	2	5	2	4	3	73
36.9	GB	1	1	5	5	3	22
24.55	CA	3	1	2	4	3	20
37.95	US	5	5	2	4	2	30
43.65	US	4	1	2	5	4	25
34.95	US	3	1	3	4	3	27
38.25	CA	1	3	1	3	3	28
3.7	PK	5	1	3	1	4	25
32.55	IE	2	2	4	5	1	15
7.65	NO	5	1	5	5	2	16
28.3	GB	4	5	3	3	2	38
36.6	SE	3	1	3	5	2	34
12.6	SE	3	3	3	3	1	41
41.3	US	1	1	1	3	4	64
24.6	US	3	3	1	1	4	22
38.95	IN	1	3	1	2	4	45
32.85	FR	5	1	1	1	2	26
29.9	US	5	2	2	1	3	29
-14.4	US	4	1	3	4	4	37
33.3	DK	3	2	2	5	2	23
42.65	CA	3	1	4	4	3	61
37.6	US	3	4	2	5	2	20
34.55	US	1	1	3	5	4	93
35.55	DE	5	3	4	5	2	37
20.45	US	4	3	1	1	1	16
33.25	US	2	4	3	3	2	34
34.2	CA	4	3	2	5	2	35
34.95	AU	1	1	2	4	2	50
40.95	PG	1	1	1	4	4	70
35.25	US	3	4	1	4	4	49
12.15	RS	2	5	4	3	1	16
32.25	US	1	3	1	3	4	57
-10.35	US	3	5	1	3	4	67
30.25	GB	1	2	2	3	2	19
40	US	1	3	4	4	1	17
19.55	AU	3	4	3	1	2	26
9.55	IN	3	5	5	3	2	26
33.55	US	1	1	1	1	3	51
43.65	GB	4	1	2	4	3	32
20.65	US	4	4	2	3	2	22
22.45	GB	2	3	2	4	1	17
25.85	US	2	3	2	3	3	50
36.6	US	1	1	2	2	3	75
30.3	US	4	4	5	3	1	18
39.6	US	1	3	1	5	4	43
26.5	US	4	2	5	3	3	24
29.85	US	4	5	3	5	3	33
25.95	PH	1	4	4	2	2	19
32.85	GB	1	1	2	5	3	54
15.9	US	3	2	2	4	1	16
22.8	AT	1	1	3	4	3	24
32.55	CA	2	4	2	4	2	18
28.95	US	2	5	1	3	3	20
41.65	CA	3	4	1	4	3	43
41.3	US	5	2	1	2	4	34
21.9	US	5	5	1	4	3	27
-15.75	US	3	1	1	1	2	73
26.45	IT	4	1	4	3	2	25
39.6	NZ	1	1	1	5	2	85
42.3	US	2	3	2	5	4	31
32.85	US	1	2	3	5	4	62
22.15	AU	4	3	2	1	4	50
29.95	GB	3	1	4	4	2	28
22.45	PL	2	4	4	4	2	22
22.85	IT	2	5	1	4	4	34
15.6	GB	4	5	4	3	1	15
36.25	EE	1	1	5	1	4	50
38.6	CA	5	1	3	1	3	28
31.9	US	4	2	3	4	2	20
24.55	US	2	2	2	5	2	22
21.75	US	2	5	2	5	2	22
35.25	US	3	5	1	5	3	47
23.3	CA	3	4	5	3	1	14
33.2	US	4	3	4	4	2	63
15.75	PL	5	2	1	1	2	20
29.25	US	1	2	1	3	3	29
34.2	US	3	1	3	4	4	33
42.65	US	4	1	1	3	4	32
36.95	JP	3	1	3	4	3	53
25.2	US	3	1	1	5	1	18
37.6	IN	2	3	1	4	2	39
23.95	NL	2	3	3	2	2	18
30.95	GB	3	4	2	4	3	31
19.9	PT	4	4	2	4	1	16
42.65	NP	3	5	2	4	1	34
30.15	US	5	1	3	4	3	58
38.25	US	1	1	1	4	4	54
38.3	DE	1	1	1	2	4	48
23.95	US	2	1	3	4	3	29
28.55	IT	3	1	3	5	4	35
42.3	US	1	3	1	5	2	18
32.2	US	3	1	2	2	3	51
41.3	CA	3	5	1	3	4	46
39.6	US	1	3	1	3	4	63
31.55	US	3	1	2	4	3	40
43.65	US	4	2	2	4	3	21
38.95	US	4	2	1	4	3	58
26.95	CA	3	4	2	3	2	24
-14.4	CN	4	3	2	4	3	30
24.1	PE	1	3	1	3	4	75
41.3	US	4	2	2	4	4	29
35.95	US	2	1	5	2	3	21
32.9	US	2	5	4	5	4	76
40.95	US	1	3	1	3	4	77
37.25	US	2	1	3	1	4	31
33.55	US	2	1	2	5	2	20
35.95	IE	2	1	3	3	4	27
39.6	AU	1	2	3	4	4	69
14.55	US	4	4	5	1	1	14
36.9	US	3	1	1	3	2	60
38.95	US	4	5	3	3	3	31
31.55	US	3	1	3	4	4	46
23.3	US	3	3	3	0	2	21
28.9	US	4	4	4	3	2	19
34.3	US	1	1	2	4	3	27
19.6	US	3	4	3	4	3	20
33.95	DE	2	1	4	5	3	26
27.95	CA	4	4	4	4	3	21
45	US	4	1	1	4	3	31
12.6	US	3	4	1	1	2	19
38.25	AU	1	5	2	3	4	45
31.95	CA	1	3	3	5	2	17
35.55	US	3	2	1	3	4	42
36.3	US	3	5	2	5	4	41
44	GB	3	1	2	5	2	33
40.3	AU	4	1	4	5	3	39
36.6	CA	2	4	1	3	3	40
26.15	US	4	1	5	5	2	22
36.6	US	1	3	1	5	2	21
34.55	AU	4	1	4	3	4	49
26.2	MY	3	2	2	3	3	47
32.9	US	4	4	3	5	2	20
42.3	GB	3	2	4	3	3	32
25.9	US	4	1	2	4	3	24
14.2	US	4	5	2	1	1	16
39.6	US	3	4	3	5	3	23
23.2	US	3	5	1	3	1	14
38.95	US	3	1	3	4	2	45
44	CA	1	4	1	4	2	70
27.6	US	2	5	2	5	1	17
39.6	RU	2	2	1	4	4	34
45	US	3	1	1	5	3	59
27.55	CA	1	3	1	1	4	40
31.25	DE	4	1	3	5	2	24
38.6	AU	4	5	1	4	3	22
24.15	US	3	1	2	4	3	46
38.6	GB	5	5	2	5	4	39
34.2	US	1	3	2	5	3	47
32.25	IN	2	4	2	1	2	20
-15.4	NL	5	5	5	5	3	26
37.25	US	3	4	2	5	4	49
37.6	IE	3	5	1	3	3	28
27.5	US	2	5	5	4	1	14
10.85	DE	5	3	3	4	2	15
30.2	US	4	2	4	1	3	25
35.55	US	4	4	3	5	4	39
33.25	US	3	4	1	1	3	32
12.6	DE	4	3	4	3	3	22
41.65	NZ	4	4	2	2	4	54
33.6	US	5	4	3	3	4	28
30.65	FI	4	1	4	3	2	25
17.85	US	3	5	4	4	1	15
18.05	US	4	5	4	4	2	20
45	GB	3	2	4	3	3	32
-10.6	PK	1	3	3	2	3	19
-15.75	GB	3	1	3	2	3	77
40.95	US	3	1	2	5	4	50
22.1	NZ	4	4	3	2	2	33
41.3	US	4	3	1	3	3	39
37.6	US	2	1	1	4	4	38
23.95	NL	3	1	4	5	2	24
42.3	US	1	3	1	2	4	54
42.3	US	1	1	1	4	3	41
40.95	US	3	1	4	5	4	63
39.3	US	3	1	2	3	4	45
37.25	US	4	4	3	4	3	29
44	US	2	1	2	4	3	62
38.95	US	3	4	2	5	4	45
39	US	2	2	1	4	4	35
36.9	US	2	1	2	3	2	46
33.6	US	1	1	1	3	4	40
40.95	US	3	2	2	4	3	49
40.95	US	2	1	1	4	4	53
39.65	US	3	3	3	3	3	31
33.25	US	2	3	2	4	4	55
42.65	US	4	1	2	4	3	23
43.65	US	5	5	3	1	4	53
37.95	US	4	1	2	5	2	21
37.6	US	5	1	5	5	3	46
25.8	US	1	1	1	1	2	45
36.9	CA	3	2	1	2	4	39
42.3	US	2	4	3	5	4	32
39.3	US	4	2	3	5	4	42
43.65	IT	4	1	5	5	3	35
29.15	SI	5	1	3	4	1	38
38.25	US	2	1	1	3	4	46
40.3	US	1	5	1	5	4	62
-15.75	US	3	1	3	5	4	65
39.95	US	2	1	2	4	4	65
37	US	3	2	2	3	2	24
31.85	US	4	3	1	1	3	31
34.65	US	1	0	1	2	4	71
19.35	US	2	3	2	5	4	40
42.3	US	4	1	2	5	4	34
40.95	CA	3	2	3	5	3	29
38.6	US	2	1	3	1	3	56
30.15	US	4	5	1	5	4	47
40.95	US	2	3	1	1	2	57
44	US	1	1	1	4	4	65
-11.7	US	1	2	3	4	3	41
41.65	BE	1	2	2	4	4	48
41.65	US	4	1	4	2	3	32
35.6	US	3	1	3	4	4	31
42.3	US	1	5	2	5	4	67
38.6	US	2	1	2	3	4	65
43.65	CA	0	0	0	0	4	36
34.2	US	1	4	2	3	3	68
28.25	CA	3	3	2	4	3	32
39.95	US	1	2	2	4	4	47
17.3	CA	1	3	1	4	4	72
28.8	US	4	3	2	3	2	46
42.3	US	1	3	1	5	3	59
27.2	GR	5	2	2	4	3	44
36.9	US	1	5	1	3	4	59
39.6	US	3	2	3	4	3	73
42.3	US	4	2	4	4	3	50
38.25	US	3	3	2	4	2	41
8.9	SK	4	1	5	3	2	18
16.95	SE	4	3	2	5	2	30
43.65	US	3	5	3	3	3	63
42.3	CA	1	4	1	4	4	32
43.65	US	2	1	2	4	3	54
42.65	US	2	2	2	4	3	28
32.25	US	3	4	2	2	3	35
40.95	US	2	2	2	5	4	59
42.3	GB	4	5	5	3	3	30
34.55	CA	3	1	2	3	3	27
42.3	US	4	1	3	4	4	54
42.3	US	3	1	3	3	3	50
45	US	2	4	5	1	4	27
27.25	US	2	3	1	4	2	52
31.2	US	1	3	1	2	3	53
17.2	RU	3	1	3	3	1	17
43.65	US	4	1	2	3	4	37
35.65	US	1	3	1	1	1	34
33.9	US	2	1	2	3	3	35
29	US	2	3	1	2	3	37
28.8	US	5	3	4	4	3	26
34.2	US	5	3	4	4	3	26
39.95	US	4	1	2	5	3	25
10.6	AU	5	3	2	2	3	22
30.15	CA	5	3	2	1	1	47
40.95	PH	4	1	4	4	2	55
32.6	CA	3	3	3	3	1	47
16.1	GB	4	4	4	5	3	40
40.95	CA	4	2	4	5	4	53
29.85	US	3	2	4	4	4	38
39.65	US	3	2	3	4	3	43
36.95	US	2	1	2	5	2	23
42.65	US	3	3	3	4	4	36
-14.4	US	1	1	2	4	4	32
33.55	US	1	3	1	4	2	55
34.25	US	3	3	1	5	3	37
36.25	US	4	4	1	5	4	35
38.6	US	5	5	4	5	3	40
35.6	CA	1	1	1	5	3	54
37.25	US	4	4	3	4	2	32
-10.35	US	1	3	5	5	2	33
42.3	US	4	1	1	5	3	68
36.9	US	2	4	1	2	4	23
24.2	FR	5	4	4	2	3	25
40.95	US	3	1	4	5	2	34
34.65	FR	3	1	1	3	4	47
26.55	PL	3	3	4	4	4	31
34.55	US	3	1	1	5	3	48
42.65	US	1	3	3	4	4	38
42.65	GB	1	4	2	5	4	51
38.6	CA	1	3	1	3	2	47
30.5	IE	1	2	3	5	2	21
37.65	US	3	4	1	4	3	44
40.3	US	1	1	1	5	3	53
43.65	NZ	2	1	1	2	4	65
18.6	NZ	1	5	3	1	1	16
16.25	FR	4	5	4	3	1	17
41.3	US	4	2	2	3	3	26
35.6	US	2	1	2	4	4	24
31.9	US	2	3	2	4	3	24
41.3	US	3	3	2	2	3	26
28.8	PH	1	3	3	3	2	18
39.6	PH	2	1	3	1	2	17
25.55	PH	5	5	3	3	4	18
36.9	PH	2	4	3	1	2	18
31.5	PH	3	3	2	1	2	18
26.15	PH	2	1	1	1	2	18
13	PH	3	3	3	3	2	19
34.2	PH	3	3	5	3	1	17
11.75	PH	2	4	3	3	2	18
15	PH	1	3	3	3	2	18
9.05	PH	3	2	2	2	2	18
-5.6	PH	1	1	1	1	2	17
8.55	PH	4	4	4	3	1	19
31.55	CA	3	3	3	3	1	47
36.9	US	1	4	1	4	4	58
21.8	US	2	2	3	3	2	32
39.3	GB	3	1	2	4	3	35
40.95	US	1	4	1	1	3	67
43.65	US	4	1	4	3	2	32
-15.75	US	3	1	3	3	2	59
43.65	US	2	2	2	2	3	37
18.4	GE	5	5	1	2	4	50
32.65	US	3	2	2	4	4	65
15.95	GB	1	1	1	1	3	33
37.25	US	2	2	2	3	3	37
29.3	DE	2	2	3	3	2	22
32.85	IE	2	4	1	2	3	45
35.55	AU	1	5	1	5	3	60
33.55	CA	5	5	3	5	2	32
25.5	IE	1	3	5	5	3	41
43.65	US	3	3	2	3	3	40
22.4	US	3	3	2	3	4	32
37.3	US	2	2	3	2	4	66
33.95	KE	1	1	1	2	4	36
43.65	US	4	4	1	5	4	39
11.25	PH	1	4	1	2	2	18
12.25	TW	2	4	2	2	3	28
38.25	US	2	5	2	4	2	19
42.65	US	2	1	1	3	4	63
32.95	CA	4	4	4	3	3	20
38.6	CA	1	3	2	4	3	20
28.9	US	5	3	1	0	2	21
38.95	US	0	0	0	0	3	67
30.15	TW	1	3	3	2	3	19
36.9	US	2	2	2	2	3	25
35.55	PH	3	1	3	2	2	18
38.25	PH	3	4	3	1	2	18
36.9	PH	2	2	2	1	2	17
20.7	PH	5	5	1	1	2	18
39.6	PH	4	3	3	1	2	18
34.2	PH	3	1	3	1	2	18
27.45	PH	2	3	3	1	2	18
16.65	PH	1	3	3	1	2	18
24.75	PH	3	3	3	1	2	18
32.85	PH	5	1	5	4	1	17
32.85	PH	3	1	3	1	1	18
35.9	PH	3	3	4	4	2	18
-15.75	PH	3	1	0	3	1	18
27.45	PH	3	3	3	1	2	18
35.55	PH	5	4	3	4	2	18
35.55	PH	2	2	3	3	2	18
36.9	PH	3	4	3	1	2	18
36.9	PH	3	1	3	1	2	18
27.45	PH	2	4	3	3	2	18
28.15	PH	3	3	2	1	2	17
35.25	PH	1	1	3	3	2	18
45	PG	1	3	1	3	4	71
29.25	PH	3	3	3	3	2	19
21.1	EE	2	1	3	3	4	29
34.3	US	4	1	3	4	2	47
35.95	HK	1	3	3	5	3	25
31.5	PH	3	4	3	1	2	19
26.5	DE	4	1	1	1	3	35
15.8	US	2	5	3	1	2	18
26.95	US	4	5	4	4	2	17
40.95	US	2	4	1	4	2	19
12.95	US	3	5	1	1	2	17
10.7	US	1	3	2	1	2	18
17.55	US	2	5	2	3	1	17
12.9	US	1	5	3	1	1	17
22.85	US	3	3	2	3	2	17
13.25	US	2	5	2	1	2	16
17.5	US	3	1	4	1	2	17
41	US	1	1	2	4	3	53
35.55	US	1	1	1	4	4	23
45	US	4	4	2	5	3	21
28.3	EU	3	4	3	2	4	50
43	US	2	4	3	5	4	30
42.3	US	2	1	3	4	4	46
17.6	US	2	2	3	3	1	14
39.95	US	4	2	1	4	3	67
39.65	US	4	2	2	2	4	59
16.15	US	5	5	5	4	2	17
-11.7	US	3	3	1	5	2	18
43.65	US	1	1	1	1	4	45
36.9	US	1	3	1	5	3	33
39.6	GB	3	1	1	3	4	62
25	US	3	4	3	3	3	47
36.3	US	2	3	1	2	3	57
26.6	CA	3	1	4	5	1	16
42.3	US	3	1	3	3	4	65
9.2	PH	1	1	1	1	4	50
25.85	US	1	1	1	5	4	48
37.25	AU	5	1	1	1	3	70
29.95	US	4	1	3	4	3	23
35.9	US	2	1	3	5	2	26
8.2	PH	4	5	4	1	4	22
23.4	AU	2	4	1	2	2	47
28	AU	4	1	4	3	3	22
33.2	US	1	5	1	4	4	57
6.25	VN	3	1	3	5	3	55
45	US	2	1	1	4	3	65
38.25	US	1	1	1	4	4	53
43.65	US	1	1	3	2	4	49
31.6	US	3	4	2	3	3	30
10.65	IR	3	5	3	2	4	30
34.6	US	2	1	3	4	2	45
38.3	US	1	4	2	2	4	29
45	AU	4	3	2	3	4	43
32.25	US	5	3	4	4	2	28
6.15	PK	1	3	5	1	4	25
18.5	IT	3	3	3	3	2	18
38.25	MT	4	3	3	5	3	31
15.95	NO	2	5	2	2	1	18
43.65	CA	1	1	1	3	4	75
25.55	AU	3	4	2	4	4	28
37.6	GB	2	3	1	3	2	31
-10.35	US	1	1	1	2	2	58
29.9	GB	3	2	3	4	3	20
42.3	US	2	1	2	4	4	69
35.55	US	5	5	1	5	4	41
41.3	US	1	1	1	4	4	70
40.95	US	4	1	2	5	3	25
32.55	IT	2	1	1	3	4	51
30.3	US	1	5	3	3	2	48
32.9	CA	3	3	3	3	1	47
36.95	DE	2	4	4	4	3	24
17	AU	5	3	2	5	2	25
16.25	IN	1	1	5	3	3	29
37.65	US	1	5	3	1	4	29
38.6	CA	4	1	4	5	3	40
30.15	US	4	4	4	5	2	34
42.65	CA	5	3	2	3	4	30
33.9	US	1	2	4	5	3	23
19.65	FI	2	4	2	2	3	31
26.85	US	2	3	1	5	3	25
42.3	GB	1	1	2	4	4	57
39.3	GB	1	3	3	4	4	32
21.65	DE	4	4	2	1	2	20
23.95	HK	4	3	1	4	1	16
11.25	AU	3	5	3	1	2	40
36.9	GB	2	2	1	4	3	21
11.5	IN	5	2	0	1	4	33
30.15	GB	2	2	4	4	3	27
42.3	US	1	1	1	1	4	57
28.15	US	2	4	3	2	3	28
34.6	US	5	5	3	5	2	41
17.9	GB	4	4	2	2	2	16
40.95	ZA	1	1	1	4	3	32
41.3	GB	1	2	2	2	4	45
38.6	US	3	1	2	2	3	67
37.6	GB	1	1	2	4	3	39
23.4	US	0	0	0	0	4	41
24.25	US	4	1	2	3	3	38
37.25	US	1	3	4	4	3	22
23.8	US	2	4	3	5	3	23
35.95	CA	4	1	5	4	2	29
19.6	US	4	4	4	1	2	18
36.9	AU	3	1	2	3	4	51
45	US	4	1	3	4	4	57
36.6	US	5	3	3	1	4	51
13.3	US	3	4	2	2	2	17
22.55	US	1	5	1	2	4	26
26.9	FR	1	1	5	5	2	27
36	GB	4	4	2	3	4	32
42.3	US	3	1	2	5	4	50
39.3	US	4	1	5	5	2	25
42.3	AU	1	3	2	3	4	41
32.55	US	2	2	2	4	2	20
35.9	NZ	1	1	4	5	3	27
33.2	AU	3	4	2	4	4	60
9.25	US	1	1	1	1	2	18
34.25	US	3	1	2	2	3	26
31.9	US	5	2	3	5	3	44
23.1	US	4	5	4	4	1	16
41	US	3	1	2	1	3	28
40.95	SE	3	1	2	2	1	16
28.95	AR	4	1	4	4	3	25
38.3	US	4	5	3	5	2	26
42.3	US	5	5	1	5	2	41
8	US	5	1	3	1	2	15
-15.75	US	4	3	1	1	2	15
42.3	US	5	1	2	1	4	35
-13.05	US	5	5	3	4	3	35
39.95	US	1	1	1	1	3	69
24.45	US	4	1	3	2	3	35
30.95	ZA	5	4	2	5	3	31
38.6	US	3	1	1	1	1	16
28.15	US	3	5	2	5	3	46
35.9	US	4	1	4	5	4	52
37.6	US	4	1	2	3	4	26
43.65	GB	4	1	3	5	3	25
23.15	BR	1	4	1	5	4	26
31.6	US	2	4	1	4	3	32
39.6	PK	2	1	4	3	4	29
36.25	CA	3	3	3	4	3	24
40.95	US	4	1	4	5	3	36
26.55	US	2	4	2	2	3	36
41.65	US	1	4	1	2	4	71
43.65	US	4	1	1	3	2	26
-13.05	UA	5	5	5	5	4	30
20.8	GB	5	1	4	1	2	31
38.6	CA	2	1	2	4	4	29
23.1	CA	1	1	1	4	3	30
28.8	US	1	1	1	5	3	58
21.3	US	2	1	3	5	2	17
38.25	US	3	1	2	5	4	29
36.65	US	2	1	3	4	4	26
32.95	GB	5	5	3	4	2	39
15.95	BR	4	3	1	3	3	38
21.95	DE	2	4	2	4	2	17
45	US	4	1	1	4	4	61
24.6	FR	4	3	3	4	3	19
39.95	US	4	2	2	4	4	36
27.8	GB	3	5	5	2	2	19
27.8	US	1	2	2	2	2	66
20.45	RO	1	1	4	1	4	45
38.25	DE	4	2	1	2	4	45
40.95	US	5	1	1	5	4	56
39.6	MX	3	4	1	4	3	54
38.95	US	4	3	2	4	2	49
39.3	US	1	2	1	3	3	78
33.65	NP	4	1	3	4	2	19
41.3	US	1	1	2	5	4	71
17.15	GB	4	4	1	1	2	14
19.6	SI	2	3	4	5	3	25
41.65	US	3	1	1	5	3	32
42.3	US	1	4	1	3	3	26
40.3	US	1	3	1	3	2	69
39.3	US	3	3	3	3	3	43
20.2	CZ	2	1	2	4	2	19
36.9	GB	4	2	1	3	3	39
25.55	US	3	5	5	1	4	70
18	PK	2	3	3	1	3	23
15.65	US	1	1	2	0	2	20
36	US	4	4	3	3	4	40
16.65	ID	3	1	3	1	3	22
29.55	CA	5	1	1	1	2	61
36.3	NZ	4	2	5	5	1	24
32.6	NZ	4	5	5	4	2	23
35.95	CA	4	3	1	4	3	49
29.25	GB	4	1	2	5	2	20
29.6	GB	3	2	2	4	4	63
16.95	FR	2	4	2	3	3	19
23.2	CA	3	1	3	3	2	18
19.3	GE	3	1	2	3	4	29
42.3	US	1	1	0	4	3	74
36.25	US	3	4	2	3	3	28
34.2	US	2	5	2	3	1	17
19	BR	4	4	5	5	2	18
37.6	US	5	3	3	4	3	36
35.9	CA	5	1	3	3	3	55
42.3	AU	2	1	2	4	3	68
40.95	US	1	1	3	4	2	19
35.3	IE	3	2	2	5	3	26
21.45	US	5	1	1	1	2	55
27.15	SR	5	4	2	2	3	29
39.3	CA	3	4	2	2	2	40
15.65	NP	5	5	5	5	2	18
17.9	DK	5	4	3	1	2	44
37.3	GB	2	1	4	5	3	32
38.65	GB	2	2	1	3	4	33
39.6	US	5	1	3	1	3	66
38.3	GB	1	2	2	5	3	36
37.25	DE	3	1	2	5	4	23
17.3	IN	3	1	4	3	4	35
26.8	NO	3	1	2	2	3	25
40.95	AU	1	3	1	2	4	64
38.25	GB	5	1	2	5	2	49
16.8	FI	3	4	3	4	3	22
39.6	US	2	4	2	3	4	72
42.65	US	3	1	1	4	4	50
27.45	NZ	4	3	4	4	3	24
22.9	GB	4	5	2	3	4	24
38.25	AU	4	1	1	4	3	68
22.05	US	4	5	4	2	1	16
28.55	CA	1	1	2	3	3	21
35.9	CA	5	1	5	5	2	20
39.3	JP	1	4	3	1	3	21
33.95	US	1	1	2	2	2	33
17.85	US	3	1	5	3	2	19
43.65	NL	1	2	3	5	4	32
30.55	GB	2	1	3	4	4	30
45	GB	4	1	1	3	2	22
34.6	GB	3	2	2	4	2	59
39.65	US	5	1	4	4	4	32
33.6	GB	3	0	1	5	4	62
37.6	US	1	4	2	3	3	57
35.9	CA	4	3	2	4	3	31
43	CA	4	1	2	3	4	38
33.2	US	2	4	1	3	3	53
36.9	US	3	4	2	5	3	34
10.3	MY	3	3	3	1	3	46
15.9	IT	5	5	4	3	4	29
41.3	NL	2	1	3	4	4	27
19.1	US	4	5	0	0	4	28
29.95	US	2	4	3	4	3	21
26.45	CA	2	3	4	3	3	40
32.9	US	3	3	2	4	3	21
33.55	DE	2	3	2	4	4	63
30.95	US	2	2	2	4	3	29
31.2	CA	1	2	4	2	3	24
24.2	FR	1	3	4	4	3	23
26.85	FR	5	5	4	4	3	22
43.65	CA	4	1	3	5	3	30
34.6	DE	3	3	3	3	2	18
-6.3	IN	2	2	5	1	3	22
13.1	IN	1	2	4	2	3	24
43	US	3	1	1	1	2	32
11.6	DK	4	5	3	5	3	42
34.95	US	3	3	1	2	3	22
9.75	MY	3	5	3	1	2	17
11.65	MY	3	3	3	1	4	23
8.3	MY	1	3	5	1	2	16
10.75	MY	1	1	3	1	2	21
40.65	CA	2	4	1	1	3	52
15.6	MY	3	3	3	1	1	14
37	ID	3	1	3	4	4	39
14.3	RU	1	1	4	3	2	21
8.2	MY	4	3	3	1	2	16
8.1	MY	3	3	5	1	3	23
13.25	MY	5	5	0	1	2	17
12.5	MY	3	1	3	1	2	17
40.65	US	4	3	3	5	4	40
39	US	4	1	2	4	3	35
20.6	DE	5	5	1	5	2	36
41.3	GB	2	1	1	4	3	69
33.25	US	4	2	4	5	2	43
37.6	NL	2	2	2	1	3	32
38.6	GB	2	1	2	4	3	31
36.9	US	1	1	1	1	3	64
30.15	US	2	1	1	4	1	16
43.65	US	3	1	2	4	3	46
39.6	CA	3	1	2	4	3	55
